22-caliber,22calibre-22caliber-22calibre
bullocks-oriole,bullocksoriole-icterusgalbulabullockii
bulnesia,bulnesia-genusbulnesia
bultmann,rudolfkarlbultmann-rudolfbultmann-bultmann
bumelia,genusbumelia-bumelia
bunche,ralphjohnsonbunche-bunche-ralphbunche
bungarus,bungarus-genusbungarus
bunker-buster,bunkerbuster-gbu28-guidedbombunit28
bunker-hill,battleofbunkerhill-bunkerhill
bunsen,bunsen-robertwilhelmbunsen-robertbunsen
bunuel,bunuel-luisbunuel
bunyan,paulbunyan-bunyan
bunyan,bunyan-johnbunyan
buphthalmum,genusbuphthalmum-buphthalmum
bura,pabir-bura
burbage,richardburbage-burbage
burbank,burbank-lutherburbank
bureau-of-alcohol-tobacco-and-firearms,bureauofalcoholtobaccoandfirearms-atf
bureau-of-customs,customsservice-bureauofcustoms-uscb-customsbureau
bureau-of-diplomatic-security,bureauofdiplomaticsecurity-ds
bureau-of-engraving-and-printing,bureauofengravingandprinting
bureau-of-intelligence-and-research,bureauofintelligenceandresearch-inr
bureau-of-justice-assistance,bja-bureauofjusticeassistance
bureau-of-justice-statistics,bjs-bureauofjusticestatistics
bureau-of-the-census,censusbureau-bureauofthecensus
burger,warrenearlburger-warreneburger-warrenburger-burger
burgess,burgess-anthonyburgess
burgoyne,johnburgoyne-gentlemanjohnny-burgoyne
burgundy,burgundy-burgundywine
burhinidae,burhinidae-familyburhinidae
burhinus,burhinus-genusburhinus
burk,marthajaneburk-burke-calamityjane-marthajaneburke-burk
burke,burke-edmundburke
burkina-faso,burkinafaso-uppervolta
burkina-faso-franc,burkinafasofranc
burma-padauk,burmeserosewood-pterocarpusmacrocarpus-burmapadauk
burmannia,genusburmannia-burmannia
burmanniaceae,burmanniaceae-familyburmanniaceae
burmeisteria,genusburmeisteria-burmeisteria
burmese-cat,burmesecat
burnett,burnett-franceselizahodgsonburnett-franceshodgsonburnett
burnham,danielhudsonburnham-burnham
burns,robertburns-burns
burns,georgeburns-nathanbirnbaum-burns
burnside,burnside-ambroseeverettburnside-aeburnside
burr,aaronburr-burr
burroughs,burroughs-edgarriceburroughs
burroughs,burroughs-williamsewardburroughs
burroughs,burroughs-williamburroughs-williamsewardburroughs-williamsburroughs
bursa,bursa-brusa
bursera,bursera-genusbursera
burseraceae,familyburseraceae-torchwoodfamily-burseraceae
burt,cyrilburt-burt-cyrillodowicburt
burton,burton-richardburton
burton,sirrichardburton-burton-richardburton-sirrichardfrancisburton
burundi,burundi-burundian
burundi,burundi-republicofburundi
burundi-franc,burundifranc
bush,georgehwbush-presidentbush-bush-georgeherbertwalkerbush-georgebush-georgehwbush
bush,bush-vannevarbush
bush,dubya-georgewbush-georgewalkerbush-presidentbush-presidentgeorgewbush-dubyuh-georgebush-bush
bush-administration,bushadministration
bush-administration,bushadministration
bushman,khoisan-bushman
bushnell,davidbushnell-bushnell-fatherofthesubmarine
butea,butea-genusbutea
buteo,genusbuteo-buteo
butler,butler-samuelbutler
butler,butler-samuelbutler
butterfield,williambutterfield-butterfield
buxaceae,familybuxaceae-buxaceae-boxfamily
buxus,genusbuxus-buxus
buzzards-bay,buzzardsbay
bydgoszcz,bydgoszcz-bromberg
byelorussian,byelorussian-belorussian-whiterussian
byrd,richardebyrd-richardevelynbyrd-admiralbyrd-byrd
byrd,williambyrd-byrd
byron,byron-sixthbaronbyronofrochdale-lordgeorgegordonbyron
byzantine,knotty-convoluted-byzantine-involved-tortuous-tangled
byzantine-empire,byzantium-easternromanempire-byzantineempire
byzantine-architecture,byzantinearchitecture
chorizon,chorizon-chorizon
creactive-protein,crp-creactiveprotein
cod,cod-cod-cashondelivery
cdrom,compactdiscreadonlymemory-cdrom
cdrom-drive,cdromdrive
cdr,compactdiscrecordable-cdr-cdwo-compactdiscwriteonce
cd-drive,cddrive
cd-player,cdplayer
ce,ce-ce-commonera
cn-tower,cntower
cpu-board,motherboard-cpuboard
c-battery,cbattery
c-clef,cclef
c-compiler,ccompiler
c-major,cmajor-cmajorscale-scaleofcmajor
c-program,cprogram
cabalist,kabbalist-cabalist
cabell,cabell-jamesbranchcabell
cabernet,cabernet-cabernetsauvignon
cabernet-sauvignon-grape,cabernetsauvignongrape
cabomba,cabomba-genuscabomba
cabombaceae,subfamilycabombaceae-watershieldfamily-cabombaceae
cabot,cabot-giovannicabato-johncabot
cabot,cabot-sebastiancabot
cacajao,genuscacajao-cacajao
cacalia,cacalia-genuscacalia
cacicus,genuscacicus-cacicus
cactaceae,cactaceae-familycactaceae-cactusfamily
caddo,caddo-caddoanlanguage-caddoan
cadra,genuscadra-cadra
caeciliidae,familycaeciliadae-caeciliadae-caeciliidae-familycaeciliidae
caenolestes,caenolestes-genuscaenolestes
caenolestidae,familycaenolestidae-caenolestidae
caesalpinia,caesalpinia-genuscaesalpinia
caesalpiniaceae,caesalpiniaceae-familycaesalpiniaceae
caesalpinioideae,caesalpinioideae-subfamilycaesalpinioideae
caesar,gaiusjuliuscaesar-juliuscaesar-caesar
caesar,sidcaesar-sidneycaesar-caesar
caesar-salad,caesarsalad
caesarian,caesarian-caesarean
cage,cage-johnmiltoncagejr-johncage
cagliostro,countalessandrodicagliostro-giuseppebalsamo-cagliostro
cagney,jimmycagney-cagney-jamescagney
cairina,cairina-genuscairina
cairo,elqahira-egyptiancapital-cairo-alqahira-capitalofegypt
cajanus,cajanus-genuscajanus
cakile,cakile-genuscakile
caladium-bicolor,caladiumbicolor
calamagrostis,genuscalamagrostis-calamagrostis
calamintha,calamintha-genuscalamintha
calamus,calamus-genuscalamus
calandrinia,calandrinia-genuscalandrinia
calder,alexandercalder-calder
calderon,calderondelabarca-pedrocalderondelabarca-calderon
caldwell,erskineprestoncaldwell-erskinecaldwell-caldwell
caledonian-canal,caledoniancanal
cali-cartel,calicartel
calidris,calidris-genuscalidris
california,goldenstate-california-calif-ca
california-personality-inventory,cpi-californiapersonalityinventory
california-black-oak,quercuskelloggii-californiablackoak
california-black-walnut,californiablackwalnut-juglanscalifornica
california-bluebell,phaceliacampanularia-californiabluebell
california-bluebell,phaceliawhitlavia-phaceliaminor-californiabluebell-whitlavia
california-box-elder,acernegundocalifornicum-californiaboxelder
california-condor,californiacondor-gymnogypscalifornianus
california-four-oclock,californiafouroclock-mirabilislaevis-mirabiliscalifornica
california-fuchsia,zauschneriacalifornica-epilobiumcanumcanum-californiafuchsia-hummingbirdstrumpet
california-ladys-slipper,cypripediumcalifornicum-californialadysslipper
california-laurel,californiaolive-umbellulariacalifornica-pepperwood-californialaurel-oregonmyrtle-mountainlaurel-spicetree-sassafraslaurel-californiabaytree
california-newt,tarichatorosa-californianewt
california-nutmeg,torreyacalifornica-californianutmeg-nutmegyew
california-pitcher-plant,californiapitcherplant-darlingtoniacalifornica
california-poppy,californiapoppy-eschscholtziacalifornica
california-privet,californiaprivet-ligustrumovalifolium
california-quail,californiaquail-lofortyxcalifornicus
california-redwood,coastredwood-californiaredwood-sequoiasempervirens
california-sagebrush,artemisiacalifornica-californiasage-californiasagebrush
california-sea-lion,zalophuscalifornicus-zalophuscalifornianus-californiasealion
california-singleleaf-pinyon,californiasingleleafpinyon-pinuscaliforniarum
california-sycamore,platanusracemosa-californiasycamore
california-whipsnake,masticophislateralis-californiawhipsnake-stripedracer
california-white-oak,californiawhiteoak-quercuslobata-valleywhiteoak-roble-valleyoak
california-wine,californiawine
caligula,gaius-caligula-gaiuscaesar
calixtus-iii,calixtusiii-alfonsoborgia-borgia
calixtus-ii,guyofburgundy-calixtusii
calla,calla-genuscalla
callas,callas-mariameneghinicallas-mariacallas
callicebus,callicebus-genuscallicebus
callimorpha,genuscallimorpha-callimorpha
callinectes,genuscallinectes-callinectes
callionymidae,familycallionymidae-callionymidae
calliophis,callophis-genuscalliophis-calliophis-genuscallophis
calliphora,calliphora-genuscalliphora
calliphoridae,familycalliphoridae-calliphoridae
callirhoe,callirhoe-genuscallirhoe
callisaurus,genuscallisaurus-callisaurus
callistephus,genuscallistephus-callistephus
callithricidae,callithricidae-familycallithricidae
callithrix,callithrix-genuscallithrix
callitrichaceae,callitrichaceae-familycallitrichaceae
callitriche,callitriche-genuscallitriche
callitris,callitris-genuscallitris
callorhinus,genuscallorhinus-callorhinus
calluna,genuscalluna-calluna
calocarpum,calocarpum-genuscalocarpum
calocedrus,calocedrus-genuscalocedrus
calochortus,genuscalochortus-calochortus
caloosahatchee,caloosahatcheeriver-caloosahatchee
caloosahatchee-canal,caloosahatcheecanal
calophyllum,genuscalophyllum-calophyllum
calopogon,genuscalopogon-calopogon
calorie,nutritionistscalorie-kilogramcalorie-calorie-kilocalorie-largecalorie
caloscypha-fulgens,caloscyphafulgens
calostoma-cinnabarina,calostomacinnabarina
calostoma-lutescens,calostomalutescens
calostoma-ravenelii,calostomaravenelii
calostomataceae,calostomataceae-familycalostomataceae
caltha,caltha-genuscaltha
calvary,calvary-golgotha
calvary-clover,calvaryclover-medicagointertexta-medicagoechinus
calvary-cross,calvarycross-crossofcalvary
calvatia,calvatia-genuscalvatia
calvin,jeancauvin-jeanchauvin-johncalvin-calvin-jeancaulvin
calvin,melvincalvin-calvin
calvinist,calvinistic-calvinistical-calvinist
calvinist,calvinist-genevan
calvinistic-baptist,calvinisticbaptist-particularbaptist
calvino,italocalvino-calvino
calycanthaceae,calycanthaceae-strawberryshrubfamily-calycanthusfamily-familycalycanthaceae
calycanthus,calycanthus-genuscalycanthus
calycophyllum,genuscalycophyllum-calycophyllum
calymmatobacterium,calymmatobacterium-genuscalymmatobacterium
calymmatobacterium-granulomatis,calymmatobacteriumgranulomatis
calystegia,genuscalystegia-calystegia
cam,camriver-rivercam-cam
camassia,genusquamassia-camassia-quamassia-genuscamassia
cambarus,cambarus-genuscambarus
cambodia,cambodia-kampuchea-kingdomofcambodia
cambodian,kampuchean-cambodian
cambodian,kampuchean-cambodian
cambodian-monetary-unit,cambodianmonetaryunit
cambrian,cambrianperiod-cambrian
cambrian-mountains,cambrianmountains
cambridge-university,cambridge-cambridgeuniversity
camelidae,familycamelidae-camelidae
camelina,falseflax-camelina-genuscamelina
camelus,genuscamelus-camelus
cameroon,cameroun-republicofcameroon-cameroon
cameroon-franc,cameroonfranc
camp-david,campdavid
campanulaceae,bellflowerfamily-campanulaceae-familycampanulaceae
campanulales,campanulales-ordercampanulales
campbell,josephcampbell-campbell
campephilus,genuscampephilus-campephilus
campfire-girl,campfiregirl
camponotus,genuscamponotus-camponotus
camptosorus,camptosorus-genuscamptosorus
campyloneurum,campyloneurum-genuscampyloneurum
campylorhynchus,genusheleodytes-heleodytes-genuscampylorhynchus-campylorhynchus
camus,albertcamus-camus
canaanitic,canaanitic-canaaniticlanguage
canachites,canachites-genuscanachites
canada-anemone,canadaanemone-anemonecanadensis
canada-balsam,canadabalsam
canada-garlic,alliumcanadense-roseleek-meadowleek-canadagarlic
canada-ginger,canadaginger-asarumcanadense-blacksnakeroot
canada-jay,canadajay-perisoreuscanadensis-camprobber-grayjay-whiskerjack-greyjay
canada-lily,wildyellowlily-wildmeadowlily-canadalily-meadowlily-liliumcanadense
canada-lynx,canadalynx-lynxcanadensis
canada-plum,canadaplum-prunusnigra
canada-porcupine,canadaporcupine-erethizondorsatum
canada-thistle,canadathistle-cirsiumarvense-creepingthistle
canada-violet,violacanadensis-whiteviolet-tallwhiteviolet-canadaviolet
canada-wild-rye,elymuscanadensis-canadawildrye
canadian,canadianriver-canadian
canadian-falls,horseshoefalls-canadianfalls
canadian-french,canadianfrench
canadian-security-intelligence-service,csis-canadiansecurityintelligenceservice
canadian-aspen,populusgrandidentata-largetoothedaspen-bigtoothedaspen-bigtoothaspen-bigtoothedaspen-canadianaspen-largetoothaspen
canadian-bacon,canadianbacon
canadian-dollar,canadiandollar-loonie
canadian-pondweed,elodeacanadensis-canadianpondweed
canadian-province,canadianprovince
canandaigua-lake,canandaigualake-lakecanandaigua
cananga,genuscanangium-cananga-genuscananga-canangium
canary-island-hares-foot-fern,canaryislandharesfootfern-davalliacanariensis
canary-islands,canaries-canaryislands
canary-wine,canarywine
canavalia,canavalia-genuscanavalia
canberra,australiancapital-capitalofaustralia-canberra
cancer,cancer-genuscancer
cancer,cancer-cancerthecrab-crab
cancer,cancer-crab
cancridae,cancridae-familycancridae
candida-albicans,moniliaalbicans-candidaalbicans
candlemas,candlemasday-candlemas-feb2
canellaceae,canellafamily-familycanellaceae-canellaceae
canetti,eliascanetti-canetti
canidae,familycanidae-canidae
canis,genuscanis-canis
canis-major,greatdog-canismajor
canis-minor,canisminor-littledog
cannabidaceae,hempfamily-cannabidaceae-familycannabidaceae
cannaceae,familycannaceae-cannaceae
cantabrian-mountains,cantabrianmountains
canterbury-tales,canterburytales
canterbury-bell,cupandsaucer-campanulamedium-canterburybell
canterbury-bell,gloxiniaperennis-canterburybell
cantharellus,genuscantharellus-cantharellus
canticle-of-simeon,canticleofsimeon-nuncdimittis
canton-crepe,cantoncrepe
canute,knut-cnut-canute-canutethegreat
canyonlands-national-park,canyonlandsnationalpark
cape-ann,capeann
cape-breton-island,capebretonisland
cape-canaveral,capecanaveral-capekennedy
cape-cod,capecod
cape-cod-bay,capecodbay
cape-cod-canal,capecodcanal
cape-fear,capefear
cape-fear-river,capefearriver
cape-flattery,capeflattery
cape-froward,capefroward
cape-girardeau,capegirardeau
cape-hatteras,capehatteras
cape-horn,capehorn
cape-may,capemay
cape-may-warbler,capemaywarbler-dendroicatigrina
cape-passero,capepassero-passerocape
cape-province,capeprovince-capeofgoodhopeprovince-capecolony
cape-sable,capesable
cape-sable,capesable
cape-town,capetown
cape-trafalgar,capetrafalgar
cape-verde,republicofcapeverde-capeverde
cape-verde-islands,capeverdeislands
cape-verde-escudo,capeverdeescudo-escudo
cape-verde-monetary-unit,capeverdemonetaryunit
cape-york,capeyork
cape-york-peninsula,capeyorkpeninsula
cape-buffalo,capebuffalo-synercuscaffer
cape-lobster,capelobster-homaruscapensis
cape-of-good-hope,capeofgoodhope
cape-of-good-hope,capeofgoodhope
cape-primrose,capeprimrose
cape-tulip,haemanthuscoccineus-capetulip
capek,karelcapek-capek
capet,capet-hughcapet
capetian-dynasty,capetiandynasty
capital,washington-capital
capitol,capitolbuilding-capitol
capitol-hill,capitolhill-thehill
capitol-reef-national-park,capitolreefnationalpark
capitonidae,capitonidae-familycapitonidae
capone,alphonsecapone-scarface-capone-alcapone
caporetto,battleofcaporetto-caporetto
capparidaceae,caperfamily-familycapparidaceae-capparidaceae
capparis,genuscapparis-capparis
capra,capra-genuscapra
capra,frankcapra-capra
caprella,caprella-genuscaprella
capreolus,genuscapreolus-capreolus
capricorn,capricornthegoat-goat-capricorn
capricorn,goat-capricorn
capricornis,capricornis-genuscapricornis
capricornus,capricornus-capricorn
caprifoliaceae,familycaprifoliaceae-caprifoliaceae-honeysucklefamily
caprimulgidae,caprimulgidae-familycaprimulgidae
caprimulgiformes,caprimulgiformes-ordercaprimulgiformes
caprimulgus,genuscaprimulgus-caprimulgus
caproidae,familycaproidae-caproidae
capromyidae,capromyidae-familycapromyidae
capros,capros-genuscapros
capsella,capsella-genuscapsella
carabidae,carabidae-familycarabidae
caracas,capitalofvenezuela-caracas
carangidae,carangidae-familycarangidae
caranx,caranx-genuscaranx
carapidae,carapidae-familycarapidae
carassius,genuscarassius-carassius
caravaggio,caravaggio-michelangelomerisidacaravaggio
carboniferous,carboniferous-carboniferousperiod
carcharhinidae,carcharhinidae-familycarcharhinidae
carcharhinus,genuscarcharhinus-carcharhinus
carcharias,genusodontaspis-carcharias-odontaspis-genuscarcharias
carchariidae,familyodontaspididae-familycarchariidae-carchariidae-odontaspididae
carcharodon,genuscarcharodon-carcharodon
cardamine,genuscardamine-cardamine
cardigan,cardigan-cardiganwelshcorgi
cardiidae,cardiidae-familycardiidae
cardiospermum,genuscardiospermum-cardiospermum
cardium,genuscardium-cardium
carducci,carducci-giosuecarducci
carduelinae,subfamilycarduelinae-carduelinae
carduelis,carduelis-genuscarduelis
carduus,genuscarduus-carduus
caretta,genuscaretta-caretta
carew,thomascarew-carew
carex,genuscarex-carex
cariama,genuscariama-cariama
cariamidae,cariamidae-familycariamidae
carib,caribbeanlanguage-carib
carib,caribindian-carib
caribbean,caribbeansea-caribbean
caribbean-island,caribbeanisland
carica,carica-genuscarica
caricaceae,familycaricaceae-caricaceae-papayafamily
carl-xvi-gustav,carlxvigustaf-carlxvigustav
carlina,carlina-genuscarlina
carlsbad-caverns,carlsbadcaverns
carlsbad-caverns-national-park,carlsbadcavernsnationalpark
carlyle,carlyle-thomascarlyle
carmelite,carmelite-whitefriar
carmelite-order,carmeliteorder-orderofourladyofmountcarmel
carmichael,hoaglandhowardcarmichael-hoagycarmichael-carmichael
carnegie,carnegie-andrewcarnegie
carnegie,carnegie-dalecarnegie
carnegie-mellon-university,carnegiemellonuniversity
carnegiea,carnegiea-genuscarnegiea
carniolan-bee,carniolanbee
carnivora,ordercarnivora-carnivora
carnosaura,subordercarnosaura-carnosaura
carnot,nicolasleonardsadicarnot-sadicarnot-carnot
carnot-cycle,carnotsidealcycle-carnotcycle
carolina,carolinas-carolina
carolina-allspice,strawberryshrub-calycanthusfloridus-sweetshrub-strawberrybush-carolinaallspice
